"","job_ad_id","job_city","job_industry","job_type","job_fed_contractor","job_equal_opp_employer","job_ownership","job_req_any","job_req_communication","job_req_education","job_req_min_experience","job_req_computer","job_req_organization","job_req_school","received_callback","firstname","race","gender","years_college","college_degree","honors","worked_during_school","years_experience","computer_skills","special_skills","volunteer","military","employment_holes","has_email_address","resume_quality"
"216",446,"Chicago","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Greg","white","m",4,1,0,1,3,1,1,1,0,0,1,"high"
"217",446,"Chicago","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Kenya","black","f",4,1,0,0,3,1,1,0,0,0,0,"low"
"218",446,"Chicago","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Tremayne","black","m",1,0,0,0,4,1,1,1,0,0,1,"high"
"219",447,"Chicago","manufacturing","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Kenya","black","f",2,0,0,0,4,0,1,0,0,0,0,"low"
"220",447,"Chicago","manufacturing","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Neil","white","m",2,0,0,0,7,0,0,0,0,1,0,"low"
"225",449,"Chicago","other_service","secretary",0,0,"private",1,1,0,"",1,1,"none_listed",0,"Ebony","black","f",4,1,0,0,5,1,0,0,0,1,0,"low"
"226",449,"Chicago","other_service","secretary",0,0,"private",1,1,0,"",1,1,"none_listed",0,"Kristen","white","f",3,0,0,1,5,1,0,0,0,0,1,"high"
"227",449,"Chicago","other_service","secretary",0,0,"private",1,1,0,"",1,1,"none_listed",0,"Latonya","black","f",3,0,0,0,6,1,1,1,0,1,1,"high"
"228",449,"Chicago","other_service","secretary",0,0,"private",1,1,0,"",1,1,"none_listed",0,"Laurie","white","f",4,1,0,1,5,1,0,0,0,1,0,"low"
"237",452,"Chicago","finance_insurance_real_estate","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Aisha","black","f",3,0,0,1,9,1,0,0,0,0,0,"low"
"238",452,"Chicago","finance_insurance_real_estate","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Allison","white","f",4,1,0,0,4,1,0,0,0,1,0,"low"
"239",453,"Chicago","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Anne","white","f",3,0,0,0,5,1,0,0,0,1,0,"low"
"240",453,"Chicago","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Latonya","black","f",4,1,0,0,5,1,1,0,0,0,0,"low"
"241",452,"Chicago","finance_insurance_real_estate","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Latoya","black","f",4,1,0,0,4,1,1,0,1,1,1,"high"
"242",452,"Chicago","finance_insurance_real_estate","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Sarah","white","f",4,1,1,1,4,1,0,0,0,1,1,"high"
"243",454,"Chicago","manufacturing","secretary",1,0,"public",1,0,0,"some",1,1,"none_listed",0,"Aisha","black","f",4,1,0,1,5,1,1,1,0,0,1,"high"
"244",454,"Chicago","manufacturing","secretary",1,0,"public",1,0,0,"some",1,1,"none_listed",0,"Anne","white","f",4,1,0,0,7,0,1,0,0,1,0,"low"
"245",454,"Chicago","manufacturing","secretary",1,0,"public",1,0,0,"some",1,1,"none_listed",0,"Latoya","black","f",4,1,0,1,9,0,1,0,0,1,0,"low"
"246",454,"Chicago","manufacturing","secretary",1,0,"public",1,0,0,"some",1,1,"none_listed",0,"Laurie","white","f",4,1,0,1,7,1,1,1,0,0,1,"high"
"251",456,"Chicago","other_service","secretary",0,0,"private",1,1,1,"3",1,0,"some_college",0,"Allison","white","f",4,1,0,0,16,1,0,0,0,0,1,"high"
"252",456,"Chicago","other_service","secretary",0,0,"private",1,1,1,"3",1,0,"some_college",0,"Keisha","black","f",4,1,0,1,12,1,0,1,0,1,1,"high"
"253",456,"Chicago","other_service","secretary",0,0,"private",1,1,1,"3",1,0,"some_college",0,"Kristen","white","f",4,1,0,0,11,1,0,0,0,1,0,"low"
"254",456,"Chicago","other_service","secretary",0,0,"private",1,1,1,"3",1,0,"some_college",0,"Tanisha","black","f",4,1,0,0,13,1,0,0,0,1,0,"low"
"259",458,"Chicago","finance_insurance_real_estate","supervisor",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Geoffrey","white","m",4,1,0,1,12,1,0,1,0,1,1,"high"
"260",458,"Chicago","finance_insurance_real_estate","supervisor",0,0,"private",1,0,0,"some",1,0,"none_listed",1,"Kareem","black","m",4,1,0,0,3,1,1,0,0,1,0,"low"
"261",459,"Chicago","business_and_personal_service","sales_rep",0,1,"private",1,0,0,"1",1,0,"none_listed",0,"Kristen","white","f",3,0,0,0,6,1,0,0,0,0,0,"low"
"262",458,"Chicago","finance_insurance_real_estate","supervisor",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Rasheed","black","m",4,1,0,1,4,1,1,0,0,0,1,"high"
"263",458,"Chicago","finance_insurance_real_estate","supervisor",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Todd","white","m",4,1,0,0,7,1,0,0,0,0,0,"low"
"264",459,"Chicago","business_and_personal_service","sales_rep",0,1,"private",1,0,0,"1",1,0,"none_listed",0,"Tyrone","black","m",4,1,0,1,5,1,1,1,0,1,0,"low"
"265",460,"Chicago","business_and_personal_service","secretary",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Brendan","white","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"266",460,"Chicago","business_and_personal_service","secretary",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Jamal","black","m",4,1,0,0,2,1,0,0,0,0,0,"low"
"267",460,"Chicago","business_and_personal_service","secretary",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Matthew","white","m",4,1,0,0,6,1,1,1,0,1,1,"high"
"270",460,"Chicago","business_and_personal_service","secretary",0,0,"private",0,0,0,"",0,0,"none_listed",1,"Tremayne","black","m",4,1,0,1,11,1,0,1,0,1,1,"high"
"271",462,"Chicago","other_service","supervisor",0,1,"private",1,0,0,"3",0,0,"none_listed",1,"Anne","white","f",4,1,0,1,6,1,0,1,0,0,1,"high"
"272",462,"Chicago","other_service","supervisor",0,1,"private",1,0,0,"3",0,0,"none_listed",1,"Ebony","black","f",4,1,0,1,6,1,0,1,0,1,1,"high"
"273",462,"Chicago","other_service","supervisor",0,1,"private",1,0,0,"3",0,0,"none_listed",1,"Kristen","white","f",4,1,0,0,6,1,0,0,0,0,0,"low"
"274",462,"Chicago","other_service","supervisor",0,1,"private",1,0,0,"3",0,0,"none_listed",0,"Tamika","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"275",464,"Chicago","wholesale_and_retail_trade","manager",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Aisha","black","f",4,1,0,1,4,0,1,1,0,0,1,"high"
"278",464,"Chicago","wholesale_and_retail_trade","manager",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Kristen","white","f",0,0,0,0,4,1,1,1,0,1,1,"high"
"281",465,"Chicago","business_and_personal_service","secretary",0,0,"unknown",1,0,0,"some",1,0,"none_listed",0,"Aisha","black","f",4,1,0,1,3,1,0,0,0,0,0,"low"
"282",465,"Chicago","business_and_personal_service","secretary",0,0,"unknown",1,0,0,"some",1,0,"none_listed",0,"Anne","white","f",4,1,0,1,7,0,1,0,0,0,1,"high"
"283",465,"Chicago","business_and_personal_service","secretary",0,0,"unknown",1,0,0,"some",1,0,"none_listed",0,"Emily","white","f",4,1,0,0,2,1,0,0,0,1,0,"low"
"284",466,"Chicago","wholesale_and_retail_trade","sales_rep",0,1,"unknown",1,0,1,"",0,0,"some_college",0,"Jill","white","f",4,1,0,0,6,0,1,0,0,0,0,"low"
"285",465,"Chicago","business_and_personal_service","secretary",0,0,"unknown",1,0,0,"some",1,0,"none_listed",0,"Keisha","black","f",4,1,0,1,4,1,1,0,0,0,1,"high"
"286",466,"Chicago","wholesale_and_retail_trade","sales_rep",0,1,"unknown",1,0,1,"",0,0,"some_college",0,"Lakisha","black","f",4,1,1,0,6,0,1,0,0,0,0,"low"
"287",467,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Ebony","black","f",4,1,0,1,7,1,0,0,0,0,0,"low"
"288",467,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Kenya","black","f",4,1,0,1,9,1,0,1,0,0,1,"high"
"289",467,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Kristen","white","f",4,1,0,1,15,1,0,0,0,0,0,"low"
"290",467,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Meredith","white","f",4,1,0,1,12,1,0,1,0,0,1,"high"
"291",469,"Chicago","business_and_personal_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Aisha","black","f",4,1,0,0,6,0,0,0,0,1,0,"low"
"293",469,"Chicago","business_and_personal_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Emily","white","f",4,1,1,0,6,0,1,0,0,0,0,"low"
"297",470,"Chicago","wholesale_and_retail_trade","secretary",1,1,"private",1,0,0,"7",1,0,"none_listed",0,"Anne","white","f",4,1,0,1,7,1,0,1,0,0,1,"low"
"298",470,"Chicago","wholesale_and_retail_trade","secretary",1,1,"private",1,0,0,"7",1,0,"none_listed",0,"Emily","white","f",4,1,0,1,7,1,1,0,0,0,1,"high"
"299",470,"Chicago","wholesale_and_retail_trade","secretary",1,1,"private",1,0,0,"7",1,0,"none_listed",0,"Keisha","black","f",4,1,0,0,8,1,1,0,0,1,0,"low"
"300",470,"Chicago","wholesale_and_retail_trade","secretary",1,1,"private",1,0,0,"7",1,0,"none_listed",0,"Tamika","black","f",4,1,0,1,7,1,1,0,0,0,1,"high"
"301",471,"Chicago","business_and_personal_service","supervisor",0,1,"private",1,0,0,"2",0,0,"none_listed",0,"Anne","white","f",2,0,0,1,3,1,0,1,0,1,0,"low"
"302",471,"Chicago","business_and_personal_service","supervisor",0,1,"private",1,0,0,"2",0,0,"none_listed",0,"Emily","white","f",3,0,0,1,3,1,0,1,0,0,1,"high"
"303",471,"Chicago","business_and_personal_service","supervisor",0,1,"private",1,0,0,"2",0,0,"none_listed",0,"Keisha","black","f",4,1,0,1,5,1,0,1,0,0,1,"high"
"304",471,"Chicago","business_and_personal_service","supervisor",0,1,"private",1,0,0,"2",0,0,"none_listed",0,"Kenya","black","f",4,1,0,0,4,1,0,0,0,1,0,"low"
"307",473,"Chicago","wholesale_and_retail_trade","secretary",0,0,"public",1,0,0,"2",1,0,"none_listed",0,"Aisha","black","f",4,1,0,1,6,1,0,0,0,1,0,"low"
"308",473,"Chicago","wholesale_and_retail_trade","secretary",0,0,"public",1,0,0,"2",1,0,"none_listed",0,"Anne","white","f",3,0,0,1,2,1,0,1,1,0,1,"high"
"309",473,"Chicago","wholesale_and_retail_trade","secretary",0,0,"public",1,0,0,"2",1,0,"none_listed",0,"Emily","white","f",4,1,0,0,4,1,0,0,0,1,0,"low"
"310",473,"Chicago","wholesale_and_retail_trade","secretary",0,0,"public",1,0,0,"2",1,0,"none_listed",0,"Tamika","black","f",3,0,0,0,21,1,1,1,0,1,1,"high"
"311",474,"Chicago","business_and_personal_service","supervisor",0,0,"private",1,0,1,"",1,0,"some_college",0,"Carrie","white","f",4,1,1,0,5,1,0,0,0,1,0,"low"
"312",475,"Chicago","business_and_personal_service","retail_sales",0,0,"unknown",1,0,0,"3",0,0,"none_listed",0,"Jill","white","f",4,1,0,0,5,1,1,0,0,0,0,"low"
"313",474,"Chicago","business_and_personal_service","supervisor",0,0,"private",1,0,1,"",1,0,"some_college",0,"Keisha","black","f",4,1,0,1,5,1,1,0,0,0,1,"high"
"314",474,"Chicago","business_and_personal_service","supervisor",0,0,"private",1,0,1,"",1,0,"some_college",0,"Latonya","black","f",4,1,0,0,4,1,0,0,0,1,0,"low"
"315",474,"Chicago","business_and_personal_service","supervisor",0,0,"private",1,0,1,"",1,0,"some_college",0,"Sarah","white","f",3,0,0,1,5,1,0,1,0,0,1,"high"
"316",475,"Chicago","business_and_personal_service","retail_sales",0,0,"unknown",1,0,0,"3",0,0,"none_listed",0,"Tyrone","black","m",4,1,0,0,5,0,0,0,0,0,0,"low"
"325",478,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Allison","white","f",4,1,0,0,7,1,1,0,1,1,1,"high"
"326",478,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Jill","white","f",4,1,0,1,4,1,0,0,0,1,0,"low"
"327",478,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Keisha","black","f",4,1,0,0,11,1,0,0,0,1,0,"low"
"328",479,"Chicago","wholesale_and_retail_trade","sales_rep",1,0,"unknown",0,0,0,"",0,0,"none_listed",0,"Kristen","white","f",4,1,0,1,5,0,0,0,0,1,1,"high"
"329",478,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Lakisha","black","f",3,0,0,1,2,1,0,0,0,0,1,"high"
"330",479,"Chicago","wholesale_and_retail_trade","sales_rep",1,0,"unknown",0,0,0,"",0,0,"none_listed",0,"Leroy","black","m",2,0,0,0,5,0,0,0,0,0,1,"high"
"331",480,"Chicago","wholesale_and_retail_trade","sales_rep",1,0,"unknown",0,0,0,"",0,0,"none_listed",0,"Brad","white","m",2,0,0,1,4,0,1,1,0,0,1,"high"
"332",480,"Chicago","wholesale_and_retail_trade","sales_rep",1,0,"unknown",0,0,0,"",0,0,"none_listed",0,"Keisha","black","f",2,0,0,0,6,1,0,1,0,1,1,"high"
"333",481,"Chicago","other_service","secretary",0,0,"nonprofit",1,0,0,"some",0,0,"none_listed",0,"Allison","white","f",3,0,0,1,5,1,0,1,0,0,1,"high"
"334",481,"Chicago","other_service","secretary",0,0,"nonprofit",1,0,0,"some",0,0,"none_listed",0,"Carrie","white","f",2,0,0,0,6,1,0,0,0,0,0,"low"
"335",481,"Chicago","other_service","secretary",0,0,"nonprofit",1,0,0,"some",0,0,"none_listed",0,"Latonya","black","f",3,0,0,1,4,1,0,1,1,0,1,"high"
"336",481,"Chicago","other_service","secretary",0,0,"nonprofit",1,0,0,"some",0,0,"none_listed",0,"Latoya","black","f",3,0,0,1,6,1,0,0,0,0,0,"low"
"337",482,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Carrie","white","f",3,0,0,1,6,1,0,0,0,0,0,"low"
"338",482,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Ebony","black","f",2,0,0,0,4,1,0,0,0,0,0,"high"
"339",482,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Latonya","black","f",3,0,0,1,4,1,0,1,0,0,1,"low"
"341",482,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Meredith","white","f",3,0,0,1,4,1,0,1,1,0,1,"high"
"347",485,"Chicago","other_service","sales_rep",0,0,"unknown",1,0,1,"0.5",0,0,"some_college",0,"Anne","white","f",2,0,0,1,1,0,1,0,0,0,0,"low"
"348",485,"Chicago","other_service","sales_rep",0,0,"unknown",1,0,1,"0.5",0,0,"some_college",0,"Darnell","black","m",4,1,1,1,11,1,1,0,0,0,1,"high"
"349",485,"Chicago","other_service","sales_rep",0,0,"unknown",1,0,1,"0.5",0,0,"some_college",1,"Greg","white","m",4,1,0,0,1,1,1,0,0,1,1,"high"
"350",485,"Chicago","other_service","sales_rep",0,0,"unknown",1,0,1,"0.5",0,0,"some_college",0,"Tamika","black","f",3,0,0,0,3,1,1,0,0,1,0,"low"
"358",234,"Boston","wholesale_and_retail_trade","sales_rep",0,1,"private",1,0,1,"some",0,0,"high_school_grad",0,"Brad","white","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"359",47,"Boston","transportation_communication","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Brendan","white","m",4,1,0,1,8,1,0,0,0,0,0,"low"
"360",234,"Boston","wholesale_and_retail_trade","sales_rep",0,1,"private",1,0,1,"some",0,0,"high_school_grad",0,"Ebony","black","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"361",47,"Boston","transportation_communication","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Geoffrey","white","m",4,1,0,0,8,0,0,1,0,0,1,"high"
"362",234,"Boston","wholesale_and_retail_trade","sales_rep",0,1,"private",1,0,1,"some",0,0,"high_school_grad",0,"Greg","white","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"365",234,"Boston","wholesale_and_retail_trade","sales_rep",0,1,"private",1,0,1,"some",0,0,"high_school_grad",0,"Hakim","black","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"368",47,"Boston","transportation_communication","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Kareem","black","m",4,1,0,1,8,0,0,0,0,0,0,"low"
"369",210,"Boston","business_and_personal_service","sales_rep",0,0,"private",1,0,1,"3",0,0,"some_college",0,"Kareem","black","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"370",47,"Boston","transportation_communication","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Latonya","black","f",4,1,0,0,10,1,0,1,0,1,1,"high"
"372",210,"Boston","business_and_personal_service","sales_rep",0,0,"private",1,0,1,"3",0,0,"some_college",0,"Meredith","white","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"374",210,"Boston","business_and_personal_service","sales_rep",0,0,"private",1,0,1,"3",0,0,"some_college",0,"Sarah","white","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"375",210,"Boston","business_and_personal_service","sales_rep",0,0,"private",1,0,1,"3",0,0,"some_college",0,"Tamika","black","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"383",288,"Boston","manufacturing","retail_sales",1,1,"public",1,0,1,"some",1,0,"some_college",1,"Carrie","white","f",4,1,0,1,5,1,1,1,0,0,0,"high"
"384",288,"Boston","manufacturing","retail_sales",1,1,"public",1,0,1,"some",1,0,"some_college",1,"Jermaine","black","m",4,1,0,0,13,1,0,0,0,0,0,"low"
"385",288,"Boston","manufacturing","retail_sales",1,1,"public",1,0,1,"some",1,0,"some_college",0,"Matthew","white","m",4,1,0,0,8,0,0,0,0,1,0,"low"
"386",288,"Boston","manufacturing","retail_sales",1,1,"public",1,0,1,"some",1,0,"some_college",0,"Tyrone","black","m",4,1,0,0,20,0,0,1,0,0,0,"high"
"387",289,"Boston","transportation_communication","retail_sales",0,1,"private",0,0,0,"",0,0,"none_listed",0,"Allison","white","f",4,1,0,0,8,0,0,0,0,1,0,"low"
"388",289,"Boston","transportation_communication","retail_sales",0,1,"private",0,0,0,"",0,0,"none_listed",0,"Ebony","black","f",4,1,0,1,5,1,1,1,0,0,0,"high"
"389",289,"Boston","transportation_communication","retail_sales",0,1,"private",0,0,0,"",0,0,"none_listed",1,"Jay","white","m",4,1,0,0,20,0,0,1,0,0,0,"high"
"390",289,"Boston","transportation_communication","retail_sales",0,1,"private",0,0,0,"",0,0,"none_listed",0,"Tamika","black","f",4,1,0,0,13,1,0,0,0,0,0,"low"
"391",488,"Boston","other_service","clerical",1,0,"nonprofit",1,1,0,"",1,0,"none_listed",0,"Anne","white","f",3,0,0,0,2,1,1,0,0,1,0,"low"
"392",488,"Boston","other_service","clerical",1,0,"nonprofit",1,1,0,"",1,0,"none_listed",0,"Latonya","black","f",4,1,0,0,14,1,0,1,0,1,1,"high"
"393",488,"Boston","other_service","clerical",1,0,"nonprofit",1,1,0,"",1,0,"none_listed",0,"Laurie","white","f",3,0,0,1,4,1,1,1,0,1,1,"high"
"394",488,"Boston","other_service","clerical",1,0,"nonprofit",1,1,0,"",1,0,"none_listed",0,"Tanisha","black","f",3,0,0,0,1,1,1,0,0,1,0,"low"
"407",292,"Boston","other_service","sales_rep",0,0,"nonprofit",0,0,0,"",0,0,"none_listed",0,"Matthew","white","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"408",292,"Boston","other_service","sales_rep",0,0,"nonprofit",0,0,0,"",0,0,"none_listed",0,"Tremayne","black","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"409",491,"Boston","other_service","secretary",0,0,"unknown",1,0,0,"",1,0,"none_listed",0,"Ebony","black","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"410",491,"Boston","other_service","secretary",0,0,"unknown",1,0,0,"",1,0,"none_listed",0,"Emily","white","f",4,1,0,0,7,0,1,0,0,1,0,"low"
"411",491,"Boston","other_service","secretary",0,0,"unknown",1,0,0,"",1,0,"none_listed",0,"Jill","white","f",3,0,1,1,26,1,1,1,0,1,1,"high"
"412",491,"Boston","other_service","secretary",0,0,"unknown",1,0,0,"",1,0,"none_listed",0,"Tamika","black","f",3,0,0,1,16,1,1,1,0,0,1,"high"
"413",293,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Darnell","black","m",4,1,0,1,5,1,1,1,0,0,0,"high"
"414",293,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",1,"Emily","white","f",4,1,0,0,20,0,0,1,0,0,0,"high"
"415",293,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Neil","white","m",4,1,0,0,8,0,0,0,0,1,0,"low"
"416",293,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Tamika","black","f",4,1,0,0,13,1,0,0,0,0,0,"low"
"421",294,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Carrie","white","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"422",294,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Kareem","black","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"423",294,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Todd","white","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"424",294,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Tyrone","black","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"425",493,"Boston","other_service","secretary",0,0,"nonprofit",1,0,0,"",1,0,"none_listed",0,"Anne","white","f",3,0,0,1,5,0,1,0,0,1,0,"low"
"426",493,"Boston","other_service","secretary",0,0,"nonprofit",1,0,0,"",1,0,"none_listed",0,"Jill","white","f",4,1,0,0,14,1,0,1,0,1,1,"high"
"427",493,"Boston","other_service","secretary",0,0,"nonprofit",1,0,0,"",1,0,"none_listed",1,"Kenya","black","f",4,1,0,0,11,1,1,0,0,0,0,"low"
"428",493,"Boston","other_service","secretary",0,0,"nonprofit",1,0,0,"",1,0,"none_listed",1,"Latoya","black","f",4,1,0,1,9,1,0,1,0,0,1,"high"
"429",295,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"2",0,0,"none_listed",0,"Anne","white","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"430",295,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"2",0,0,"none_listed",0,"Ebony","black","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"431",295,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"2",0,0,"none_listed",0,"Emily","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"432",295,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"2",0,0,"none_listed",0,"Keisha","black","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"433",494,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Allison","white","f",3,0,0,1,13,1,1,0,0,0,0,"low"
"434",494,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Kristen","white","f",4,1,0,1,5,1,1,1,0,0,1,"high"
"435",494,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Lakisha","black","f",4,1,0,0,7,0,1,0,0,1,0,"low"
